what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1316777331500
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1316777331501
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1316777331501
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1316777331501
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1316777331502
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1316777331502
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1316777331502
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1316777331503
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1316777331503
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1316777331504
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1316777331504
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1316777331504
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1316777331507
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1316777331507
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1316777331507
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1316777331508
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1316777331508
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1316777331508
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1316777331509
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1316777331509
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1316777331526
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1316777331527
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1316777331528
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1316777331528
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1316777331528
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1316777331529
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1316777331529
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1316777331530
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1316777331531
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1316777331532
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1316777331532
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1316777331533
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1316777331533
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1316777331534
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1316777331534
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1316777331534
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1316777331535
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1316777331536
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1316777331536
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1316777331536
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1316777331537
os,sysinfo,,,"macosx",1316777331539
arch,sysinfo,,,"x86_64",1316777331539
ws,sysinfo,,,"cocoa",1316777331539
locale,sysinfo,,,"nb_NO",1316777331539
processors,sysinfo,,,"2",1316777331539
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1316777331539
java.runtime.version,sysinfo,,,"1.6.0_26-b03-383-11A511",1316777331539
java.specification.name,sysinfo,,,"Java Platform API Specification",1316777331539
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1316777331539
java.specification.version,sysinfo,,,"1.6",1316777331539
java.vendor,sysinfo,,,"Apple Inc.",1316777331539
java.version,sysinfo,,,"1.6.0_26",1316777331539
java.vm.info,sysinfo,,,"mixed mode",1316777331539
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1316777331539
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1316777331539
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1316777331539
java.vm.specification.version,sysinfo,,,"1.0",1316777331539
java.vm.vendor,sysinfo,,,"Apple Inc.",1316777331539
java.vm.version,sysinfo,,,"20.1-b02-383",1316777331539
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316777337147
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316777357153
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316777359425
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316777360609
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316777360721
error,log,,,"Problems saving workspace",1316777361965
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1316777361995
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1316777362102
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1316777362102
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1316777362103
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1316777362103
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1316777362104
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1316777362104
stopped,bundle,no.hal.jex.ui,1.0.2,"no.hal.jex.ui",1316777362105
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1316777362106
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1316777362106
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1316777362109
stopped,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1316777362124
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1316777362125
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1319798624568
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1319798624569
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1319798624582
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1319798624582
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1319798624583
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1319798624677
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1319798624678
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1319798624679
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1319798624679
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1319798624680
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1319798624714
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1319798624715
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1319798624724
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1319798624850
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1319798624881
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1319798624982
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1319798624982
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1319798624986
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1319798624991
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1319798625001
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1319798625010
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1319798625011
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1319798625012
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1319798625026
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1319798625034
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1319798625039
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1319798625049
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1319798625057
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1319798625071
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1319798625071
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1319798625072
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1319798625076
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1319798625076
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1319798625077
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1319798625077
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1319798625078
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1319798625080
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1319798625081
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1319798625081
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1319798625082
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1319798625082
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1319798625082
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1319798625083
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1319798625083
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1319798625084
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1319798625084
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1319798625085
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1319798625086
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1319798625086
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1319798625087
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1319798625087
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1319798625088
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1319798625092
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1319798625093
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1319798625095
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1319798625097
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1319798625097
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1319798625098
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1319798625098
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1319798625098
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1319798625099
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1319798625100
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1319798625100
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1319798625101
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1319798625102
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1319798625103
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1319798625103
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1319798625103
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1319798625105
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1319798625105
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r36x201109091028,"org.eclipse.wb.discovery.core",1319798625105
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r36x201109091028,"org.eclipse.wb.discovery.ui",1319798625106
os,sysinfo,,,"macosx",1319798625109
arch,sysinfo,,,"x86_64",1319798625109
ws,sysinfo,,,"cocoa",1319798625109
locale,sysinfo,,,"nb_NO",1319798625109
processors,sysinfo,,,"2",1319798625109
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1319798625109
java.runtime.version,sysinfo,,,"1.6.0_26-b03-383-11A511",1319798625109
java.specification.name,sysinfo,,,"Java Platform API Specification",1319798625109
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1319798625109
java.specification.version,sysinfo,,,"1.6",1319798625109
java.vendor,sysinfo,,,"Apple Inc.",1319798625109
java.version,sysinfo,,,"1.6.0_26",1319798625109
java.vm.info,sysinfo,,,"mixed mode",1319798625109
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1319798625109
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1319798625109
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1319798625109
java.vm.specification.version,sysinfo,,,"1.0",1319798625109
java.vm.vendor,sysinfo,,,"Apple Inc.",1319798625109
java.vm.version,sysinfo,,,"20.1-b02-383",1319798625109
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1319798626125
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319798626542
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319798628085
error,log,,,"The project description file (.project) for 'ntnu-prosjekt1' is missing.  This file contains important information about the project.  The project will not function properly until this file is restored.",1319798629837
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319798629969
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319798635558
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319798641641
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319798644779
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319798648327
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319798649749
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1319798650811
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1319798650815
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1319798650891
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319798654361
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319798673943
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1319798673973
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1319798673973
error,log,,,"The project description file (.project) for 'ntnu-prosjekt1' is missing.  This file contains important information about the project.  The project will not function properly until this file is restored.",1319798676132
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319798676403
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319798699815
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319798707381
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319798726594
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319798731107
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319798735393
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319798736059
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319798737237
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319798737341
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1319798738072
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1319798738072
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1319798738073
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1319798738073
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1319798738122
